"id"	"prob"
47604	0.924040429021751
36450	0.332058038234486
30088	0.766791869469601
18416	0.00813981605483232
13224	0.14851232332788
16060	0.958461619157315
6904	0.96450196399219
14007	0.433183682543367
39192	0.770261976127584
41524	0.550195212523607
25459	0.970365029985353
12410	0.938053251818589
3701	0.777533799728626
14445	0.865879598400401
20148	0.000121530157487902
4357	0.566408134408961
44836	0.0164461202017872
38399	0.875349022356544
33157	0.963587548300515
37480	0.908007692833626
20085	0.73683074153586
45466	0.00168859266915938
9506	0.000312913739479852
49248	0.430808680767663
22171	0.261154209637739
18385	0.436609062851033
36042	0.985163789786693
13138	0.368036093510189
38370	0.754499501307115
33156	0.128217472512302
5220	0.843699339314148
15583	0.00445373316410997
18188	0.983029116299169
16941	0.359915948975104
27922	0.316930223991442
45428	0.117590722415351
24987	0.580184522573055
32238	0.909286912194413
38117	0.827031333633684
10711	0.00323152032013061
11268	0.950509014489922
23254	0.314265236447267
23354	0.920942062553128
20580	0.942355387545398
36750	0.3536664993273
8254	0.987927991461456
41031	0.367174189747675
16960	0.174629413728599
9660	0.996160816017024
40479	0.0214430348574408
40685	0.897837644344721
36713	0.32782205878291
35144	0.918540577068274
48292	0.00689002762527627
45470	0.552360807942068
45244	0.0150139063715258
15204	0.83835249329049
34533	0.24667882075648
28858	0.322866425591005
33061	0.00845688905775841
36205	0.00506586089875531
15973	0.907367607092606
21650	0.723448240925015
21864	0.150835343547067
6758	0.00269416878534441
43487	0.129178612870649
37363	0.0124382696270799
29391	0.970392348318156
23328	0.0662955275145928
34593	0.887353967251221
12034	0.921163835932773
39618	0.131765470579678
3658	0.0218828953513559
42857	0.595371073598949
14006	0.592377131202302
47518	0.0548562763160097
48779	0.995560534645485
16925	0.999980359467113
36065	0.841557099780553
18382	0.000129709404708602
49861	0.846070687223171
17095	0.697111244122439
38857	0.0468512309832578
46740	0.943362126748008
6199	0.21162608939418
6594	0.163573754512576
25658	0.995804241473321
45501	0.725916305058592
34117	0.589712390775791
18609	0.0113484155315539
4902	0.164245870255087
17040	0.935493178382503
37079	0.995981064031324
