"id"	"prob"
598	0.481253846009671
12048	0.118231978009643
40908	0.826698370558573
33283	0.919975900898333
40600	0.000280602768885285
19805	0.0234741917361923
20784	0.84847995590404
19048	0.100034273036725
37061	0.943286425413923
3983	9.81754340022736e-06
10403	0.00547214137287439
28874	0.85448737848627
11099	0.90422043742058
12940	0.970584672289524
41437	0.0967678609303885
3554	0.731367167110432
22356	0.464621196158714
23521	0.000383878490095148
19043	0.845736256423205
30978	0.897976663356061
39297	0.849458730016789
39470	0.857670072273116
22235	0.51402266099551
35270	0.923408201689483
6693	0.696078071714402
5657	0.390463621027339
32121	0.749082206339093
20400	0.218083516916337
17806	0.56509607891484
22512	0.579285498215276
28606	0.670245250477688
48490	0.0505370880183983
1403	0.849214589320276
17124	0.0217025452414629
27901	0.246877509675957
20999	0.936225641543438
35827	0.177215036635844
26701	0.303803060117875
48095	0.14889072507157
12253	0.488121821262174
11177	0.227448324410464
7686	0.0859373490130808
36491	0.0814626953365904
27051	0.228410376767989
3700	0.958734927951245
32648	0.897562786494801
16627	0.99505390276361
14605	0.0510381357772454
11235	0.722765751652416
6006	0.166113467971436
44976	0.190169490178969
23594	0.0840271508978861
24771	0.0122385433223603
34332	0.725905021382066
19847	0.924425113024142
37046	0.0287769355833991
3358	0.73332689191283
47112	0.141180831755661
4522	0.328984420535888
37803	0.746983081761827
41939	0.861679713375034
3882	0.961865429669314
25287	0.00374885334509958
46006	0.817033417344237
36394	0.319365691866293
19123	0.798920636676689
37707	0.0280598067153049
18962	0.0889729978409016
34016	0.884017204936528
33850	0.0152761005859266
12106	0.170542399505069
30158	0.253264374376019
11406	0.99121704004515
36719	0.956351669934526
6521	0.93551815342887
37565	0.496517726412754
9404	0.640493676178651
31922	0.316037036801082
26954	0.261458418636835
42225	0.848096171122506
26929	0.799576999375782
22202	0.835218901974472
480	0.246566765844736
15022	0.938454255512381
13299	0.70378786224989
44668	0.0140199379109505
13588	0.839476115325701
36871	0.896925643459984
43907	0.987985346665473
4789	0.25291464044989
11538	0.432148809115711
41758	0.699987878589275
33352	0.785847801048533
32596	0.321761040644856
27669	0.150717224379282
46771	0.575560358920838
17018	0.976523286063717
31622	0.567728807120331
16225	0.0403014043845152
18878	0.645167776263945
19476	0.860069542897042
25314	0.915449222739102
41037	0.686159976578144
34298	0.32708434552682
7893	0.399024424825195
30635	0.724055301921022
12052	0.538453752014958
24816	0.90321897171786
46217	0.832796374332729
27550	0.635378227483658
45642	0.96530695099033
15635	0.036579245863924
29120	0.821427579162337
42335	0.987659156506237
47655	0.322039758080954
30227	0.0330633112849112
48625	0.990625820144723
40005	0.739852059238717
26223	0.779577652184873
38348	0.0216081914167893
9217	0.978797663056774
18785	0.991080226834674
40335	0.949765761889368
14266	0.118226182676223
43974	0.988499120716858
46282	0.975310289722441
44011	0.0519373644405057
38808	0.877609516439781
20559	0.34663202142536
2150	0.0976920800536751
44500	0.172601199461838
2237	0.000123039641065085
40275	0.00130149647674874
3545	0.969122361748014
19680	0.992824491939787
20363	0.914813669192174
39706	0.0722203157972465
44823	0.844096999968267
37537	0.124000292377365
