"id"	"prob"
40625	0.94364468160661
14191	0.25300614792944
5011	0.159825101577786
23277	0.758929266425086
29766	0.000524384472037521
10295	0.00391446010093599
36354	0.3298510733219
4688	0.787712316562849
15064	0.994671135078649
40064	0.743618140278919
9192	0.560957339172992
921	0.0175345803887353
36266	0.845662462727701
4194	0.891640471731357
317	0.405048539032682
39884	0.979086554950259
14543	0.0967689020684353
10821	0.663026074141346
38628	0.694036088386216
22374	0.281473447512375
15099	0.0594420224776451
30860	0.0112990406106658
18803	0.0183775439596891
35304	0.974852595610261
46052	0.844221066346846
39320	0.496901599824562
36190	0.754563634681284
18383	0.448831740304553
3204	0.995478288415544
5981	0.141105070913976
44840	0.647956812291749
1850	0.823907909648054
5794	0.447333220248662
3721	0.534820608820965
18702	0.854252024654535
41183	0.0237705218087783
14851	0.707981023350341
8309	0.809026692392819
2547	0.0143805332786711
40386	0.707831350219553
40796	0.827995958845263
11416	0.839147343078823
38327	0.650365815278969
39298	0.51641927539887
7332	0.0503953950768049
13010	0.550342855545188
10096	0.0643282084336648
821	0.989307858559542
27033	0.894547849062831
43034	0.0726090332430169
1979	0.775063274029179
40027	0.52733209334737
32043	0.204119915690953
19579	0.870460845076795
19023	0.0803145641456891
3520	0.79001808589308
33984	0.0946502623459277
27925	0.979098994280495
14180	0.932615350542557
44388	0.0999798616919747
27448	0.843587876466067
31313	0.796639497044548
33015	0.000289615460672869
16918	0.0806058960022747
32555	0.427454728026967
41118	0.0355589173678178
38497	0.945449737422958
15765	0.356395301740923
16117	0.987818401673737
12853	0.890952421525546
49945	0.909085120800687
40692	0.000386886734526778
45627	0.980445722785287
15587	0.549742813460314
2587	0.207323220878287
46670	0.0325116553609879
25141	0.60972921214103
48381	0.966477743595026
37403	0.0624011055383218
48933	0.986069253575352
38037	0.00844077447660815
38847	0.083505987682131
17374	0.435098805960935
12330	0.914154244645241
46193	0.484944787896777
30011	0.0653394783705495
3872	0.346759403340507
44803	0.291683839435369
49156	0.862675825510974
49197	0.81329605525307
16584	0.0153756147729455
15409	0.968225044350112
28493	0.472535310889798
8074	0.117744138121873
13228	0.0408931538459686
18906	0.47349124822838
38719	0.698719153266089
20570	0.866469771205284
14311	0.158908052312214
36777	0.957939517459566
43208	0.299689302703571
15510	0.999552749633682
27778	0.942658591416354
20452	0.998753200263015
7789	0.895223910302916
44199	0.105300174897569
20987	0.0883119847859991
11165	0.879354180086574
18633	0.139943670721431
28051	0.975834312386543
49668	0.144474710280318
49046	0.307312357661166
29022	0.98800022820306
11029	0.984431044140999
1567	0.308526645648468
45385	0.942385886551477
5759	0.817166096949047
47843	0.958332619957968
33768	0.485419115340835
39373	0.259306655434038
30957	0.879040742432671
9105	0.00217303449798736
